Japanese Name,English Name,Chat Command,Reboot Human,Reboot Human Hash,Reboot Cast Male,Reboot Cast Male Hash,Reboot Cast Female,Reboot Cast Female Hash,Reboot Fig,Reboot Fig Hash,Reboot VFX,Reboot VFX Hash,Gender (Blank usually follows previous)
ログアウト,Log Out,logout,character/motion/lobby_action/pl_la_2168_logout_m_std.ice,56\0aeb7fc8e74701ce7181cdb84c3850,character/motion/lobby_action/pl_la_2168_logout_m_cam.ice,12\036c9f3b03bf264d665eec002d4c7c,character/motion/lobby_action/pl_la_2168_logout_m_caf.ice,fd\c51fa9b70328ccb8abc56467d3bfed,character/motion/lobby_action/pl_la_2168_logout_m_base.ice,34\6722e632a033091f127a6956b9d6bc,character/motion/lobby_action/pl_la_2168_logout_f_vfx.ice,e8\6b732301dd899c79124cacb0bf88f5,
ログアウト,Log Out,,character/motion/lobby_action/pl_la_2168_logout_m_pre_std.ice,,character/motion/lobby_action/pl_la_2168_logout_m_pre_cam.ice,,character/motion/lobby_action/pl_la_2168_logout_m_pre_caf.ice,,character/motion/lobby_action/pl_la_2168_logout_m_pre_base.ice,,character/motion/lobby_action/pl_la_2168_logout_f_vfx.ice,e8\6b732301dd899c79124cacb0bf88f5,
ログアウト,Log Out,,character/motion/lobby_action/pl_la_2168_logout_f_std.ice,99\c106299fe53bfa2288f2174423cac4,character/motion/lobby_action/pl_la_2168_logout_f_cam.ice,22\fac6e66e17f3754eb796ef33da9144,character/motion/lobby_action/pl_la_2168_logout_f_caf.ice,90\78c07a2c3d51be6238d109b91daf99,character/motion/lobby_action/pl_la_2168_logout_f_base.ice,e3\307e969ef6c8f57e8c32d73f12b7f8,character/motion/lobby_action/pl_la_2168_logout_f_vfx.ice,e8\6b732301dd899c79124cacb0bf88f5,
ログアウト,Log Out,,character/motion/lobby_action/pl_la_2168_logout_f_pre_std.ice,,character/motion/lobby_action/pl_la_2168_logout_f_pre_cam.ice,,character/motion/lobby_action/pl_la_2168_logout_f_pre_caf.ice,,character/motion/lobby_action/pl_la_2168_logout_f_pre_base.ice,,character/motion/lobby_action/pl_la_2168_logout_f_vfx.ice,e8\6b732301dd899c79124cacb0bf88f5,
ハグ２,Hug 2,hug2,character/motion/lobby_action/pl_la_2189_2189hug_m_std.ice,ac\1a5b2790d1cff7dbb17222a2030190,character/motion/lobby_action/pl_la_2189_2189hug_m_cam.ice,af\799453683a1496e54fdf9b3be87366,character/motion/lobby_action/pl_la_2189_2189hug_m_caf.ice,40\589bac52c516dbbd2b72e5a03ad5c3,character/motion/lobby_action/pl_la_2189_2189hug_m_base.ice,30\faebf9654f4946acaf840e2a170c12,character/motion/lobby_action/,,
ハグ２,Hug 2,,character/motion/lobby_action/pl_la_2189_2189hug_m_hsi1_std.ice,d4\19f4c31bece14ff774035674d17e89,character/motion/lobby_action/pl_la_2189_2189hug_m_hsi1_cam.ice,c4\a939ea85f7b8f27976f581a59308ae,character/motion/lobby_action/pl_la_2189_2189hug_m_hsi1_caf.ice,80\eb3ce4520e6d3bf8de1366a0b10058,character/motion/lobby_action/pl_la_2189_2189hug_m_hsi1_base.ice,ed\a8cba2e9544f35639f02b87d4c0923,character/motion/lobby_action/,,
ハグ２,Hug 2,,character/motion/lobby_action/pl_la_2189_2189hug_m_hsi2_std.ice,43\9e3e8f396db2a2a4ccc92932b08cf8,character/motion/lobby_action/pl_la_2189_2189hug_m_hsi2_cam.ice,5a\83455139413d9591b23ff64e8d45db,character/motion/lobby_action/pl_la_2189_2189hug_m_hsi2_caf.ice,d0\af40bda2ee95b4b04fe404b8b001a0,character/motion/lobby_action/pl_la_2189_2189hug_m_hsi2_base.ice,d5\9ef62afe03cf63011a447554067cec,character/motion/lobby_action/,,
ハグ２,Hug 2,,character/motion/lobby_action/pl_la_2189_2189hug_m_hsi3_std.ice,42\c686a7297aa7b02d19c316b7417a4a,character/motion/lobby_action/pl_la_2189_2189hug_m_hsi3_cam.ice,e1\9323a7e73829ba3a79eddc7db70afc,character/motion/lobby_action/pl_la_2189_2189hug_m_hsi3_caf.ice,0a\f4c8f2f13547edf5f7fb0d5e7745a9,character/motion/lobby_action/pl_la_2189_2189hug_m_hsi3_base.ice,ad\5b95bd11aaf40257516f3193ec516d,character/motion/lobby_action/,,
ハグ２,Hug 2,,character/motion/lobby_action/pl_la_2189_2189hug_f_std.ice,c5\2910b57244d1d6007b97b781721897,character/motion/lobby_action/pl_la_2189_2189hug_f_cam.ice,95\2ba1789b55b85aa5e46cd15816011c,character/motion/lobby_action/pl_la_2189_2189hug_f_caf.ice,a0\5af4b07493d9ee1f5fc82f9dcf00cf,character/motion/lobby_action/pl_la_2189_2189hug_f_base.ice,65\a8b8d752ddf199f6dd258d4c0e2ec6,character/motion/lobby_action/,,
ハグ２,Hug 2,,character/motion/lobby_action/pl_la_2189_2189hug_f_hsi1_std.ice,56\9754750518beaadfc81af19f4ec2a2,character/motion/lobby_action/pl_la_2189_2189hug_f_hsi1_cam.ice,ec\e204968ba5c58a3d99e8e740e1c3dd,character/motion/lobby_action/pl_la_2189_2189hug_f_hsi1_caf.ice,c4\4dfe2c3345860faa734d3ed170a7b5,character/motion/lobby_action/pl_la_2189_2189hug_f_hsi1_base.ice,10\de3101c06e95159c0f7e44af14a1fe,character/motion/lobby_action/,,
ハグ２,Hug 2,,character/motion/lobby_action/pl_la_2189_2189hug_f_hsi2_std.ice,90\7078712bce031ebd0a8812408a6c6f,character/motion/lobby_action/pl_la_2189_2189hug_f_hsi2_cam.ice,bb\a41572ffabdafcbad966e9ce0b99e3,character/motion/lobby_action/pl_la_2189_2189hug_f_hsi2_caf.ice,e3\694b0cee3dd30750bb63c57d6cf40f,character/motion/lobby_action/pl_la_2189_2189hug_f_hsi2_base.ice,bd\63a70a2b57bfe0ac3e69d82336189a,character/motion/lobby_action/,,
ハグ２,Hug 2,,character/motion/lobby_action/pl_la_2189_2189hug_f_hsi3_std.ice,1a\5c57145cf53cbbb0149ef80aa4f072,character/motion/lobby_action/pl_la_2189_2189hug_f_hsi3_cam.ice,d5\c933a739470700770fb3da8168e0f6,character/motion/lobby_action/pl_la_2189_2189hug_f_hsi3_caf.ice,56\961c6115b0225b81116a011585627b,character/motion/lobby_action/pl_la_2189_2189hug_f_hsi3_base.ice,51\7b16634636bf70c40c6df0ce951f13,character/motion/lobby_action/,,
ラッピーといっしょ,Rappy 'n' Me,loverappy,character/motion/lobby_action/pl_la_2192_nademof_m_std.ice,17\add8a7345e61b2f81ddea157edc018,character/motion/lobby_action/pl_la_2192_nademof_m_cam.ice,92\8a22528094340887ef1749e0166b59,character/motion/lobby_action/pl_la_2192_nademof_m_caf.ice,c2\c8509103e48659fc29e931a33a21fd,character/motion/lobby_action/pl_la_2192_nademof_m_base.ice,27\461e871ca377cf5e9cc6f5db62cae0,character/motion/lobby_action/pl_la_2192_nademof_m_vfx.ice,17\096b2f791e2295ae3a4fa9d7e8e71a,
ラッピーといっしょ,Rappy 'n' Me,,character/motion/lobby_action/pl_la_2192_nademof_m_hsi1_std.ice,e7\c4cc09169bfa8091c1c565daa34b35,character/motion/lobby_action/pl_la_2192_nademof_m_hsi1_cam.ice,a0\a121d684c1756d9d5d71452074db76,character/motion/lobby_action/pl_la_2192_nademof_m_hsi1_caf.ice,02\b81874647832fd3678cccf12a2a55f,character/motion/lobby_action/pl_la_2192_nademof_m_hsi1_base.ice,b2\7733b44102edc1a518481f5ece2941,character/motion/lobby_action/pl_la_2192_nademof_m_vfx.ice,17\096b2f791e2295ae3a4fa9d7e8e71a,
ラッピーといっしょ,Rappy 'n' Me,,character/motion/lobby_action/pl_la_2192_nademof_f_std.ice,b9\3ae5f71c427868557ab5ad5f631f0d,character/motion/lobby_action/pl_la_2192_nademof_f_cam.ice,a7\a184bfe54fb7a83fea1d72f6285bde,character/motion/lobby_action/pl_la_2192_nademof_f_caf.ice,26\37eb789da666ea53c96771af5faaf9,character/motion/lobby_action/pl_la_2192_nademof_f_base.ice,2a\4215c43cdee7b36b46b6ea8a6acab7,character/motion/lobby_action/pl_la_2192_nademof_f_vfx.ice,0b\f125bec44646d8f17afe43edda3632,
ラッピーといっしょ,Rappy 'n' Me,,character/motion/lobby_action/pl_la_2192_nademof_f_hsi1_std.ice,b7\ea4fd614fb839cb3aa8ec1d95b1897,character/motion/lobby_action/pl_la_2192_nademof_f_hsi1_cam.ice,d1\3cc08f865199c7020ee3e9462c35c8,character/motion/lobby_action/pl_la_2192_nademof_f_hsi1_caf.ice,9f\75cdf457abb4fb96f0d8945b812b43,character/motion/lobby_action/pl_la_2192_nademof_f_hsi1_base.ice,41\90a839dd8a63759b0e7922bcc5f0cd,character/motion/lobby_action/pl_la_2192_nademof_f_vfx.ice,0b\f125bec44646d8f17afe43edda3632,
魔術書を構える＋,Ready Spellbook +,magicbookpose+,character/motion/lobby_action/pl_la_1279_magicbookposere_m_std.ice,9f\9d7445750edac517fb32b02f8ffbd0,character/motion/lobby_action/pl_la_1279_magicbookposere_m_cam.ice,f9\f59660f6db77ab2e3a47bdeb0cc696,character/motion/lobby_action/pl_la_1279_magicbookposere_m_caf.ice,21\7284325026df60e10a48f9de929c4e,character/motion/lobby_action/pl_la_1279_magicbookposere_m_base.ice,7f\e575d3a73f4ed493aab3f9da152d49,character/motion/lobby_action/pl_la_1279_magicbookposere_m_vfx.ice,b9\6b49b7a92adc2fe269bda4c27a2b31,
魔術書を構える＋,Ready Spellbook +,,character/motion/lobby_action/pl_la_1279_magicbookposere_f_std.ice,a0\10d0a1d8bf605cd58b6841a1b922f6,character/motion/lobby_action/pl_la_1279_magicbookposere_f_cam.ice,ea\3d3c140751a13b42bb2bb2351f4a56,character/motion/lobby_action/pl_la_1279_magicbookposere_f_caf.ice,7a\5c3b7458eae7884121a65c8f78b80e,character/motion/lobby_action/pl_la_1279_magicbookposere_f_base.ice,4c\f8a7f5b98005d134f7681f90a11c4c,character/motion/lobby_action/pl_la_1279_magicbookposere_f_vfx.ice,a5\818420a9c92ec52361c1fc80a27580,
空中戦２,Aerial Battle 2,airbattle2,character/motion/lobby_action/pl_la_2158_2158aircombat_m_std.ice,12\609bc6caf459ae8f2ca67cfa4eb2ec,character/motion/lobby_action/pl_la_2158_2158aircombat_m_cam.ice,b5\4ad3596ab083a46852a17cc7d0bbb7,character/motion/lobby_action/pl_la_2158_2158aircombat_m_caf.ice,9c\a8466a553a058826051fdb1a7ccb26,character/motion/lobby_action/pl_la_2158_2158aircombat_m_base.ice,dc\78b9bbb16919c88d195313fa5cb370,character/motion/lobby_action/pl_la_2158_2158aircombat_f_vfx.ice,51\f16cda01a1a40c9a687f49693d56e7,
空中戦２,Aerial Battle 2,,character/motion/lobby_action/pl_la_2158_2158aircombat_m_hsi1_std.ice,67\cc58af25c3b1cd2ccdeff9e48b7c92,character/motion/lobby_action/pl_la_2158_2158aircombat_m_hsi1_cam.ice,9d\95f06b5f7f38cc7b8384f786137652,character/motion/lobby_action/pl_la_2158_2158aircombat_m_hsi1_caf.ice,0c\ed46e0669755dfa5c311bc75acbe69,character/motion/lobby_action/pl_la_2158_2158aircombat_m_hsi1_base.ice,b4\8b5d14eda38a325f2baabe0605b014,character/motion/lobby_action/pl_la_2158_2158aircombat_f_vfx.ice,51\f16cda01a1a40c9a687f49693d56e7,
空中戦２,Aerial Battle 2,,character/motion/lobby_action/pl_la_2158_2158aircombat_m_hsi2_std.ice,86\70bbf52038449978526695a9865543,character/motion/lobby_action/pl_la_2158_2158aircombat_m_hsi2_cam.ice,82\f70f62460950873f99d0e870950e8d,character/motion/lobby_action/pl_la_2158_2158aircombat_m_hsi2_caf.ice,dd\3a71f310f7fec8f3800d218b463d50,character/motion/lobby_action/pl_la_2158_2158aircombat_m_hsi2_base.ice,0f\68c8830ef2a792f24b55bbc9fe997a,character/motion/lobby_action/pl_la_2158_2158aircombat_f_vfx.ice,51\f16cda01a1a40c9a687f49693d56e7,
空中戦２,Aerial Battle 2,,character/motion/lobby_action/pl_la_2158_2158aircombat_f_std.ice,a0\0d25d2891746d3a6cdefdf083bb711,character/motion/lobby_action/pl_la_2158_2158aircombat_f_cam.ice,a5\7475f5ae0e993355388ce3e8cb6f8b,character/motion/lobby_action/pl_la_2158_2158aircombat_f_caf.ice,00\b1ef1de0d7a6f4f5601a9550d43176,character/motion/lobby_action/pl_la_2158_2158aircombat_f_base.ice,24\9ed37e5bd312a38625c6fa1b2d7ce1,character/motion/lobby_action/pl_la_2158_2158aircombat_f_vfx.ice,51\f16cda01a1a40c9a687f49693d56e7,
空中戦２,Aerial Battle 2,,character/motion/lobby_action/pl_la_2158_2158aircombat_f_hsi1_std.ice,87\6697956e923b9ddaca961b1e2edef6,character/motion/lobby_action/pl_la_2158_2158aircombat_f_hsi1_cam.ice,5c\0493a3522b2ee84e0b01442e61b8d5,character/motion/lobby_action/pl_la_2158_2158aircombat_f_hsi1_caf.ice,ac\a67512393a5fac1bf5031cabfdb722,character/motion/lobby_action/pl_la_2158_2158aircombat_f_hsi1_base.ice,84\cc4d2353cde4e4c3941124199a1d0c,character/motion/lobby_action/pl_la_2158_2158aircombat_f_vfx.ice,51\f16cda01a1a40c9a687f49693d56e7,
空中戦２,Aerial Battle 2,,character/motion/lobby_action/pl_la_2158_2158aircombat_f_hsi2_std.ice,8e\29cec6d2ac1a38d884847d4044feda,character/motion/lobby_action/pl_la_2158_2158aircombat_f_hsi2_cam.ice,45\04ddf29e82e462fc09d30e0fc39605,character/motion/lobby_action/pl_la_2158_2158aircombat_f_hsi2_caf.ice,55\6cf28cbbb7ad11d3881cb3d6ffbd31,character/motion/lobby_action/pl_la_2158_2158aircombat_f_hsi2_base.ice,fc\e38f57f2a25b160c865822f9a3262c,character/motion/lobby_action/pl_la_2158_2158aircombat_f_vfx.ice,51\f16cda01a1a40c9a687f49693d56e7,
戦闘準備2,Preparing for Battle 2,preparation2,character/motion/lobby_action/pl_la_2208_2208preparation_m_std.ice,cf\d877d6b53fa7a7ce62c7ac45b8fc75,character/motion/lobby_action/pl_la_2208_2208preparation_m_cam.ice,06\f3e19797fde0f614e85da64d296729,character/motion/lobby_action/pl_la_2208_2208preparation_m_caf.ice,26\8d7a4966bccad55a3f41300c3208d7,character/motion/lobby_action/pl_la_2208_2208preparation_m_base.ice,94\b36c0d728464b1899bf8aa3e7d5edf,character/motion/lobby_action/,,
戦闘準備2,Preparing for Battle 2,,character/motion/lobby_action/pl_la_2208_2208preparation_f_std.ice,3a\b74276e0b05d0b4ec8c0a3ffc0296c,character/motion/lobby_action/pl_la_2208_2208preparation_f_cam.ice,5c\db2829a2a8ee3a4ecd3f65ccb2a92b,character/motion/lobby_action/pl_la_2208_2208preparation_f_caf.ice,c4\bc5fc711c8ef743c79cabdcfb39994,character/motion/lobby_action/pl_la_2208_2208preparation_f_base.ice,6e\6ee6fd9d81f7f49ac78b8e4706c158,character/motion/lobby_action/,,
チョキチョキ,Chop Chop,chopchop_l,character/motion/lobby_action/pl_la_2131_kanihand_l_m_std.ice,d4\db41b975c2db50b145ee0f7db2963b,character/motion/lobby_action/pl_la_2131_kanihand_l_m_cam.ice,71\0ab882718059e942f72f9cb406f084,character/motion/lobby_action/pl_la_2131_kanihand_l_m_caf.ice,cf\8d5595afe3e57d73384ce1a31e2471,character/motion/lobby_action/pl_la_2131_kanihand_l_m_base.ice,0a\6f6a12ff4a98d67167f5cb5e9aa7af,character/motion/lobby_action/,,Male
チョキチョキ,Chop Chop,,character/motion/lobby_action/pl_la_2131_kanihand_l_f_std.ice,25\909d74f780a54efd675fd1cab617a0,character/motion/lobby_action/pl_la_2131_kanihand_l_f_cam.ice,8d\81b3f1b280e7af547c9b33cbd756d0,character/motion/lobby_action/pl_la_2131_kanihand_l_f_caf.ice,01\3b301cf2d23d203ccec6c1757a0f52,character/motion/lobby_action/pl_la_2131_kanihand_l_f_base.ice,49\1c535e9ccb8a13d3836be48a680a58,character/motion/lobby_action/,,Female
チョキチョキ,Chop Chop,chopchop_r,character/motion/lobby_action/pl_la_2131_kanihand_r_m_std.ice,1b\b2f4425292489f5cb4579e9849bf2e,character/motion/lobby_action/pl_la_2131_kanihand_r_m_cam.ice,fe\337008a1f08eea63f6f877c1e21721,character/motion/lobby_action/pl_la_2131_kanihand_r_m_caf.ice,20\e430a4f8b870071f26d87f548516de,character/motion/lobby_action/pl_la_2131_kanihand_r_m_base.ice,7b\c6bddc344fb3f3fab2b9c31d174bd1,character/motion/lobby_action/,,Male
チョキチョキ,Chop Chop,,character/motion/lobby_action/pl_la_2131_kanihand_r_f_std.ice,23\db4e9dac0d9bb8e1f4b97d468de43a,character/motion/lobby_action/pl_la_2131_kanihand_r_f_cam.ice,d3\5edd78e1fa2ef62f7f434039ba01c9,character/motion/lobby_action/pl_la_2131_kanihand_r_f_caf.ice,9f\e234144127e22ed8b79316045571fd,character/motion/lobby_action/pl_la_2131_kanihand_r_f_base.ice,37\a3d754ef6fb216ca20e68531752a8c,character/motion/lobby_action/,,Female
キツネ２,Fox 2,foxsign2_l,character/motion/lobby_action/pl_la_2163_ftalkfox_l_m_std.ice,cb\2c48b7c435758410d40221d59b88e1,character/motion/lobby_action/pl_la_2163_ftalkfox_l_m_cam.ice,bb\154d951b40ced5c8491cfa78f8ca38,character/motion/lobby_action/pl_la_2163_ftalkfox_l_m_caf.ice,86\0d00cb1303c7c75364dbbfcf7cf689,character/motion/lobby_action/pl_la_2163_ftalkfox_l_m_base.ice,06\de4007c4b34e9d478b411b1241b153,character/motion/lobby_action/,,Male
キツネ２,Fox 2,,character/motion/lobby_action/pl_la_2163_ftalkfox_l_f_std.ice,f1\15ba06b4d1bd61ddab551ae9362705,character/motion/lobby_action/pl_la_2163_ftalkfox_l_f_cam.ice,63\a762247505b1cf7b71f5325950a844,character/motion/lobby_action/pl_la_2163_ftalkfox_l_f_caf.ice,c4\d8b455b381450e992fdf5411dd5ae8,character/motion/lobby_action/pl_la_2163_ftalkfox_l_f_base.ice,63\ae7596f4f57df226f9b33e794ac123,character/motion/lobby_action/,,Female
キツネ２,Fox 2,foxsign2_r,character/motion/lobby_action/pl_la_2163_ftalkfox_r_m_std.ice,85\92d9e79ea6b23b19737b75714bd5c3,character/motion/lobby_action/pl_la_2163_ftalkfox_r_m_cam.ice,d6\856b9b32ceaac2c8f6c7096eed90f4,character/motion/lobby_action/pl_la_2163_ftalkfox_r_m_caf.ice,3b\70067667ac8f925fab778cb9459f40,character/motion/lobby_action/pl_la_2163_ftalkfox_r_m_base.ice,ff\d687fbd662446d734ae5a018f84419,character/motion/lobby_action/,,Male
キツネ２,Fox 2,,character/motion/lobby_action/pl_la_2163_ftalkfox_r_f_std.ice,88\fd877c76168eabbb50cecdcea3cb11,character/motion/lobby_action/pl_la_2163_ftalkfox_r_f_cam.ice,9c\f73169ad2cbc49bcf6e6f5c108eaa5,character/motion/lobby_action/pl_la_2163_ftalkfox_r_f_caf.ice,01\d2262dbfca617866963d5c7efe0a62,character/motion/lobby_action/pl_la_2163_ftalkfox_r_f_base.ice,23\53ea88d68df16d1577f780150d6177,character/motion/lobby_action/,,Female
手をひらく7,Open 7,openhand7_l,character/motion/lobby_action/pl_la_2201_2201handopen_l_m_std.ice,ba\954933c777df2a37136e8bb0f579ca,character/motion/lobby_action/pl_la_2201_2201handopen_l_m_cam.ice,61\f1902c5d57069598bc1db6eba889c6,character/motion/lobby_action/pl_la_2201_2201handopen_l_m_caf.ice,d8\85cec8ea6940f697d23bb52682b181,character/motion/lobby_action/pl_la_2201_2201handopen_l_m_base.ice,f1\c8832b7c0b467f891be75452d12b73,character/motion/lobby_action/,,Male
手をひらく7,Open 7,,character/motion/lobby_action/pl_la_2201_2201handopen_l_f_std.ice,d8\992b9b1e78d85ff6f2ce690c942f75,character/motion/lobby_action/pl_la_2201_2201handopen_l_f_cam.ice,4e\b6d02306c10f2a180fba0e09ec1b38,character/motion/lobby_action/pl_la_2201_2201handopen_l_f_caf.ice,20\8ecba8ebe33facce28e314809ebf16,character/motion/lobby_action/pl_la_2201_2201handopen_l_f_base.ice,6a\9a6916dacb8486a79004ab1cf2556c,character/motion/lobby_action/,,Female
手をひらく7,Open 7,openhand7_r,character/motion/lobby_action/pl_la_2201_2201handopen_r_m_std.ice,d2\5e899024c8e51a1ca1235df1c697c4,character/motion/lobby_action/pl_la_2201_2201handopen_r_m_cam.ice,b4\421e2da1a029194fe4d56b4fe2697e,character/motion/lobby_action/pl_la_2201_2201handopen_r_m_caf.ice,7c\807ade7af4a48bfc63738bf7e3db98,character/motion/lobby_action/pl_la_2201_2201handopen_r_m_base.ice,7f\0c798ea3b452967969db0ea6185025,character/motion/lobby_action/,,Male
手をひらく7,Open 7,,character/motion/lobby_action/pl_la_2201_2201handopen_r_f_std.ice,78\c695258e3f820a7801f4512ab6c598,character/motion/lobby_action/pl_la_2201_2201handopen_r_f_cam.ice,ad\f9265cd5606e8afc6cadef66564689,character/motion/lobby_action/pl_la_2201_2201handopen_r_f_caf.ice,8f\591ff58b2d811e98f0f6962ce1e8a3,character/motion/lobby_action/pl_la_2201_2201handopen_r_f_base.ice,bd\3d759360530261e2fa09e1e8d1a90a,character/motion/lobby_action/,,Female
ゆるくにぎる,Hold Lightly,halfopen_l,character/motion/lobby_action/pl_la_2207_handhalfopen_l_m_std.ice,14\c1daccdd80c9729034472966601615,character/motion/lobby_action/pl_la_2207_handhalfopen_l_m_cam.ice,3f\d67ad46800f671b020551adb841ad3,character/motion/lobby_action/pl_la_2207_handhalfopen_l_m_caf.ice,10\98ece153bc0e5ccc208f7ecede3be1,character/motion/lobby_action/pl_la_2207_handhalfopen_l_m_base.ice,26\8c83999081981dceaeefee6a01e6df,character/motion/lobby_action/,,Male
ゆるくにぎる,Hold Lightly,,character/motion/lobby_action/pl_la_2207_handhalfopen_l_f_std.ice,eb\bdc4997ff92dab7c74aa31da0d877a,character/motion/lobby_action/pl_la_2207_handhalfopen_l_f_cam.ice,44\6e39721f5762fc5d71796fa000498b,character/motion/lobby_action/pl_la_2207_handhalfopen_l_f_caf.ice,b4\f6cc759ae74831fc1aaeba17a27b4d,character/motion/lobby_action/pl_la_2207_handhalfopen_l_f_base.ice,7f\804bea83039c491e0958296373427d,character/motion/lobby_action/,,Female
ゆるくにぎる,Hold Lightly,halfopen_r,character/motion/lobby_action/pl_la_2207_handhalfopen_r_m_std.ice,d6\41f8df917b3a2117ca9e4705656dbb,character/motion/lobby_action/pl_la_2207_handhalfopen_r_m_cam.ice,3f\8353555a332030a902b3dbef2f58e4,character/motion/lobby_action/pl_la_2207_handhalfopen_r_m_caf.ice,c9\ab02e290033bd87c45e5ea16f8d030,character/motion/lobby_action/pl_la_2207_handhalfopen_r_m_base.ice,44\4662dfd9380a349bf4684bbaec285c,character/motion/lobby_action/,,Male
ゆるくにぎる,Hold Lightly,,character/motion/lobby_action/pl_la_2207_handhalfopen_r_f_std.ice,4f\69c8b10534cd89d596ffa20eeb521a,character/motion/lobby_action/pl_la_2207_handhalfopen_r_f_cam.ice,eb\a844d57d2dda97bad7025d8c81e3f5,character/motion/lobby_action/pl_la_2207_handhalfopen_r_f_caf.ice,0b\6195773b1db7c3cc00f5beaa3b2080,character/motion/lobby_action/pl_la_2207_handhalfopen_r_f_base.ice,36\e7a3fd8a842886925b5f2709a7ca26,character/motion/lobby_action/,,Female
札束,Cash Money,cashmoney,character/motion/lobby_action/pl_la_2203_money_m_std.ice,ae\4965b9776bb805f0086e182a731a54,character/motion/lobby_action/pl_la_2203_money_m_cam.ice,a8\9431b68c610f11559831ccc81441ce,character/motion/lobby_action/pl_la_2203_money_m_caf.ice,69\996137d6663178dfbeb8c2797ecf6b,character/motion/lobby_action/pl_la_2203_money_m_base.ice,ee\31077f50b26819c2b1b47112308c71,character/motion/lobby_action/pl_la_2203_money_m_vfx.ice,7a\0e57791565a17f3eecd33e031b7f3f,
札束,Cash Money,,character/motion/lobby_action/pl_la_2203_money_m_hsi1_std.ice,bb\c442ca488d26e1f7826079dc604192,character/motion/lobby_action/pl_la_2203_money_m_hsi1_cam.ice,01\ddf7ef908b06a31d0a58e72181e861,character/motion/lobby_action/pl_la_2203_money_m_hsi1_caf.ice,98\2b2434e8243c9ed5a3fa0bc2bd4295,character/motion/lobby_action/pl_la_2203_money_m_hsi1_base.ice,37\024cd143fc6d196fc3ccc77572a3c8,character/motion/lobby_action/pl_la_2203_money_m_vfx.ice,7a\0e57791565a17f3eecd33e031b7f3f,
札束,Cash Money,,character/motion/lobby_action/pl_la_2203_money_m_hsi2_std.ice,0b\aef1bbe301de9938288c5da4570e2c,character/motion/lobby_action/pl_la_2203_money_m_hsi2_cam.ice,0b\9267d0c4fbb00c4e636f477830fab1,character/motion/lobby_action/pl_la_2203_money_m_hsi2_caf.ice,d7\c3fcae1975821995c0312a9a917b3a,character/motion/lobby_action/pl_la_2203_money_m_hsi2_base.ice,18\dddc278142bd1a46fdfe2ce745475a,character/motion/lobby_action/pl_la_2203_money_m_vfx.ice,7a\0e57791565a17f3eecd33e031b7f3f,
